time,joy_delta,joy_speed,lqg_delta,lqg_speed,lqg_e_cg,lqg_e_cg_dot,lqg_theta_e,lqg_theta_e_dot,lqg_e_cg_hat,lqg_e_cg_dot_hat,lqg_theta_e_hat,lqg_theta_e_dot_hat,yaw,yaw_rate,vx,vy
87.44,0.0,0.0,-3.032,0.363,-0.12,0.003,0.027,0.374,-0.131,-0.276,-1.153,-0.911,-2.684,-0.0,0.1,0.0
87.51,0.0,0.0,2.312,0.363,-0.118,-0.002,-0.018,-0.895,-0.122,-0.105,-0.44,-0.346,-2.673,-0.0,0.1,0.0
87.555,0.0,0.0,0.961,0.363,-0.118,-0.002,-0.018,0.0,-0.121,-0.066,-0.279,-0.218,-2.687,-0.0,0.1,0.0
87.589,0.0,0.0,0.657,0.363,-0.119,0.004,0.045,1.254,-0.12,-0.046,-0.19,-0.153,-2.688,-0.0,0.1,0.0
87.696,0.0,0.0,0.492,0.363,-0.119,0.004,0.045,0.0,-0.12,-0.035,-0.14,-0.118,-2.698,-0.0,0.1,0.0
87.723,0.0,0.0,0.401,0.363,-0.118,-0.0,-0.004,-0.983,-0.118,-0.029,-0.119,-0.099,-2.695,-0.0,0.1,0.0
87.818,0.0,0.0,0.357,0.554,-0.117,0.002,0.023,0.54,-0.117,-0.025,-0.099,-0.085,-2.686,-0.0,0.1,0.0
87.869,0.0,0.0,0.321,0.716,-0.117,0.002,0.023,0.0,-0.118,-0.022,-0.086,-0.076,-2.676,-0.0,0.1,0.0
87.893,0.0,0.0,0.297,0.825,-0.12,-0.0,-0.004,-0.54,-0.122,-0.021,-0.079,-0.072,-2.678,-0.0,0.1,0.0
88.033,0.0,0.0,0.291,0.853,-0.119,-0.0,-0.004,0.0,-0.118,-0.019,-0.074,-0.064,-2.691,-0.0,0.1,0.0
88.067,0.0,0.0,0.275,0.926,-0.118,0.0,-0.0,0.09,-0.119,-0.018,-0.071,-0.061,-2.676,-0.0,0.1,0.0
88.114,0.0,0.0,0.268,0.958,-0.118,0.0,-0.0,0.0,-0.119,-0.017,-0.068,-0.058,-2.677,-0.0,0.1,0.0
88.154,0.0,0.0,0.262,0.986,-0.118,0.0,-0.0,0.0,-0.119,-0.016,-0.066,-0.056,-2.689,-0.0,0.1,0.0
88.196,0.0,0.0,0.258,1.003,-0.12,0.001,0.014,0.271,-0.121,-0.017,-0.064,-0.057,-2.678,-0.0,0.1,0.0
88.351,0.0,0.0,0.259,0.995,-0.12,0.002,0.021,0.157,-0.12,-0.016,-0.063,-0.057,-2.691,-0.0,0.1,0.0
88.374,0.0,0.0,0.256,1.01,-0.118,0.001,0.013,-0.16,-0.118,-0.016,-0.063,-0.056,-2.67,-0.0,0.1,0.0
88.437,0.0,0.0,0.253,1.022,-0.118,0.001,0.013,0.0,-0.119,-0.017,-0.064,-0.058,-2.67,-0.0,0.1,0.0
88.472,0.0,0.0,0.257,1.007,-0.118,0.004,0.044,0.618,-0.118,-0.018,-0.065,-0.063,-2.675,-0.0,0.1,0.0
88.497,0.0,0.0,0.261,0.987,-0.118,0.004,0.044,0.0,-0.119,-0.019,-0.069,-0.069,-2.688,-0.0,0.1,0.0
88.595,0.0,0.0,0.27,0.946,-0.118,0.004,0.044,0.0,-0.119,-0.021,-0.074,-0.076,-2.705,-0.0,0.1,0.0
88.648,0.0,0.0,0.282,0.894,-0.118,-0.0,-0.004,-0.976,-0.119,-0.022,-0.08,-0.078,-2.737,-0.0,0.1,0.0
88.74,0.0,0.0,0.291,0.854,-0.116,0.0,-0.0,0.09,-0.116,-0.023,-0.087,-0.08,-2.711,-0.0,0.1,0.0
88.776,0.0,0.0,0.299,0.818,-0.115,0.0,0.005,0.09,-0.116,-0.025,-0.097,-0.086,-2.717,-0.0,0.1,0.0
88.859,0.0,0.0,0.317,0.738,-0.115,0.0,0.005,0.0,-0.116,-0.028,-0.111,-0.096,-2.696,-0.0,0.1,0.0
88.914,0.0,0.0,0.343,0.619,-0.119,0.002,0.022,0.356,-0.121,-0.035,-0.135,-0.119,-2.687,-0.0,0.1,0.0
88.954,0.0,0.0,0.398,0.373,-0.119,0.002,0.022,0.0,-0.12,-0.043,-0.17,-0.147,-2.692,-0.0,0.1,0.0
89.02,0.0,0.0,0.461,0.363,-0.117,-0.001,-0.009,-0.626,-0.118,-0.054,-0.22,-0.182,-2.692,-0.0,0.1,0.0
89.069,0.0,0.0,0.55,0.363,-0.118,0.004,0.045,1.073,-0.121,-0.086,-0.347,-0.287,-2.677,-0.0,0.1,0.0
89.108,0.0,0.0,0.796,0.363,-0.118,0.004,0.045,0.0,-0.124,-0.175,-0.72,-0.583,-2.692,-0.0,0.1,0.0
89.171,0.0,0.0,1.5,0.363,-0.118,0.004,0.045,0.0,-0.319,-5.494,-22.983,-18.08,-2.689,-0.0,0.1,0.0
89.218,0.0,0.0,43.482,0.363,-0.118,0.004,0.036,-0.18,-0.111,0.201,0.857,0.652,-2.683,-0.0,0.1,0.0
89.257,0.0,0.0,-1.47,0.363,-0.118,0.004,0.036,0.0,-0.114,0.101,0.442,0.325,-2.666,-0.0,0.1,0.0
89.351,0.0,0.0,-0.687,0.363,-0.118,-0.001,-0.009,-0.893,-0.115,0.066,0.291,0.211,-2.66,-0.0,0.1,0.0
89.453,0.0,0.0,-0.406,0.363,-0.118,-0.0,-0.004,0.09,-0.117,0.049,0.218,0.156,-2.673,-0.0,0.1,0.0
89.491,0.0,0.0,-0.27,0.948,-0.12,-0.0,-0.004,0.0,-0.119,0.04,0.176,0.125,-2.674,-0.0,0.1,0.0
89.563,0.0,0.0,-0.189,1.312,-0.12,-0.0,-0.004,0.0,-0.118,0.033,0.148,0.105,-2.68,-0.0,0.1,0.0
89.601,0.0,0.0,-0.139,1.537,-0.12,0.001,0.013,0.358,-0.118,0.03,0.132,0.093,-2.691,-0.0,0.1,0.0
89.749,0.0,0.0,-0.109,1.674,-0.119,0.004,0.036,0.458,-0.118,0.027,0.123,0.083,-2.68,-0.0,0.1,0.0
89.794,0.0,0.0,-0.09,1.755,-0.12,0.001,0.014,-0.455,-0.12,0.025,0.114,0.076,-2.665,-0.0,0.1,0.0
89.839,0.0,0.0,-0.072,1.839,-0.12,0.001,0.014,0.0,-0.119,0.023,0.107,0.071,-2.677,-0.0,0.1,0.0
89.874,0.0,0.0,-0.06,1.891,-0.117,0.0,-0.0,-0.271,-0.115,0.023,0.101,0.071,-2.667,-0.0,0.1,0.0
89.902,0.0,0.0,-0.057,1.906,-0.117,0.0,-0.0,0.0,-0.117,0.022,0.097,0.068,-2.682,-0.0,0.1,0.0
90.042,0.0,0.0,-0.047,1.951,-0.116,0.003,0.027,0.534,-0.115,0.021,0.096,0.066,-2.706,-0.0,0.1,0.0
90.067,0.0,0.0,-0.046,1.955,-0.117,-0.0,-0.004,-0.624,-0.117,0.021,0.093,0.065,-2.681,-0.0,0.1,0.0
90.115,0.0,0.0,-0.041,1.979,-0.117,-0.0,-0.004,0.0,-0.116,0.021,0.093,0.067,-2.704,-0.0,0.1,0.0
90.164,0.0,0.0,-0.041,1.977,-0.117,-0.0,-0.004,0.0,-0.116,0.021,0.093,0.068,-2.688,-0.0,0.1,0.0
90.202,0.0,0.0,-0.042,1.972,-0.119,0.004,0.045,0.989,-0.118,0.021,0.095,0.064,-2.703,-0.0,0.1,0.0
90.359,0.0,0.0,-0.039,1.985,-0.118,0.007,0.07,0.509,-0.116,0.02,0.098,0.061,-2.69,-0.0,0.1,0.0
90.418,0.0,0.0,-0.044,1.965,-0.118,0.003,0.027,-0.874,-0.117,0.021,0.101,0.062,-2.684,-0.0,0.1,0.0
90.447,0.0,0.0,-0.048,1.946,-0.118,0.003,0.027,0.0,-0.117,0.022,0.106,0.065,-2.715,-0.0,0.1,0.0
90.569,0.0,0.0,-0.057,1.907,-0.119,-0.0,-0.004,-0.624,-0.119,0.024,0.113,0.072,-2.707,-0.0,0.1,0.0
90.6,0.0,0.0,-0.068,1.856,-0.117,0.006,0.057,1.233,-0.115,0.026,0.12,0.076,-2.733,-0.0,0.1,0.0
90.654,0.0,0.0,-0.085,1.778,-0.117,0.006,0.057,0.0,-0.117,0.026,0.128,0.078,-2.713,-0.0,0.1,0.0
90.767,0.0,0.0,-0.096,1.732,-0.119,0.003,0.031,-0.519,-0.118,0.029,0.142,0.087,-2.709,-0.0,0.1,0.0
90.806,0.0,0.0,-0.119,1.628,-0.115,0.001,0.013,-0.355,-0.113,0.037,0.168,0.112,-2.698,-0.0,0.1,0.0
90.921,0.0,0.0,-0.178,1.362,-0.118,-0.006,-0.057,-1.417,-0.118,0.05,0.22,0.16,-2.72,-0.0,0.1,0.0
90.946,0.0,0.0,-0.273,0.933,-0.118,-0.006,-0.057,0.0,-0.115,0.076,0.319,0.248,-2.731,-0.0,0.1,0.0
91.088,0.0,0.0,-0.47,0.363,-0.121,0.006,0.058,2.312,-0.118,0.11,0.471,0.358,-2.724,-0.0,0.1,0.0
91.124,0.0,0.0,-0.744,0.363,-0.121,0.006,0.058,0.0,-0.111,0.261,1.106,0.853,-2.742,-0.0,0.1,0.0
91.158,0.0,0.0,-1.941,0.363,-0.121,0.006,0.058,0.0,-0.138,-0.454,-1.886,-1.503,-2.725,-0.0,0.1,0.0
91.203,0.0,0.0,3.705,0.363,-0.118,0.01,0.101,0.849,-0.12,-0.104,-0.416,-0.354,-2.731,-0.0,0.1,0.0
91.257,0.0,0.0,0.932,0.363,-0.118,0.01,0.101,0.0,-0.12,-0.053,-0.195,-0.189,-2.735,-0.0,0.1,0.0
91.302,0.0,0.0,0.522,0.363,-0.12,-0.0,-0.004,-2.102,-0.122,-0.039,-0.14,-0.142,-2.72,-0.0,0.1,0.0
91.365,0.0,0.0,0.421,0.363,-0.12,-0.0,-0.004,0.0,-0.121,-0.032,-0.113,-0.115,-2.705,-0.0,0.1,0.0
91.396,0.0,0.0,0.363,0.529,-0.118,0.004,0.035,0.8,-0.118,-0.025,-0.087,-0.094,-2.742,-0.0,0.1,0.0
91.542,0.0,0.0,0.311,0.763,-0.118,0.004,0.044,0.177,-0.12,-0.021,-0.069,-0.082,-2.747,-0.0,0.1,0.0
91.583,0.0,0.0,0.28,0.902,-0.12,0.001,0.014,-0.611,-0.121,-0.019,-0.06,-0.073,-2.732,-0.0,0.1,0.0
91.603,0.0,0.0,0.264,0.975,-0.12,0.001,0.014,0.0,-0.12,-0.017,-0.054,-0.066,-2.748,-0.0,0.1,0.0
91.705,0.0,0.0,0.25,1.036,-0.119,-0.0,-0.004,-0.365,-0.119,-0.016,-0.052,-0.06,-2.725,-0.0,0.1,0.0
91.833,0.0,0.0,0.241,1.077,-0.12,0.006,0.058,1.253,-0.121,-0.015,-0.044,-0.058,-2.692,-0.0,0.1,0.0
91.864,0.0,0.0,0.232,1.119,-0.116,0.006,0.056,-0.036,-0.114,-0.013,-0.038,-0.053,-2.685,-0.0,0.1,0.0
91.884,0.0,0.0,0.213,1.202,-0.116,0.006,0.056,0.0,-0.117,-0.013,-0.034,-0.054,-2.686,-0.0,0.1,0.0
92.029,0.0,0.0,0.212,1.21,-0.117,0.002,0.018,-0.769,-0.118,-0.013,-0.034,-0.053,-2.746,-0.0,0.1,0.0
92.079,0.0,0.0,0.212,1.208,-0.12,0.004,0.045,0.539,-0.121,-0.013,-0.033,-0.055,-2.744,-0.0,0.1,0.0
92.099,0.0,0.0,0.215,1.195,-0.12,0.004,0.045,0.0,-0.12,-0.013,-0.032,-0.056,-2.736,-0.0,0.1,0.0
92.209,0.0,0.0,0.214,1.201,-0.121,-0.005,-0.045,-1.803,-0.122,-0.012,-0.035,-0.05,-2.723,-0.0,0.1,0.0
92.252,0.0,0.0,0.216,1.19,-0.121,-0.005,-0.045,0.0,-0.121,-0.011,-0.038,-0.043,-2.708,-0.0,0.1,0.0
92.31,0.0,0.0,0.213,1.203,-0.12,-0.0,-0.004,0.816,-0.121,-0.011,-0.04,-0.041,-2.72,-0.0,0.1,0.0
92.347,0.0,0.0,0.215,1.197,-0.12,-0.0,-0.004,0.0,-0.121,-0.011,-0.042,-0.041,-2.695,-0.0,0.1,0.0
92.407,0.0,0.0,0.218,1.182,-0.12,0.001,0.014,0.361,-0.12,-0.012,-0.045,-0.044,-2.719,-0.0,0.1,0.0
92.474,0.0,0.0,0.223,1.157,-0.12,0.001,0.014,0.0,-0.12,-0.013,-0.05,-0.048,-2.709,-0.0,0.1,0.0
92.514,0.0,0.0,0.233,1.113,-0.117,0.001,0.013,-0.003,-0.116,-0.014,-0.056,-0.05,-2.72,-0.0,0.1,0.0
92.547,0.0,0.0,0.237,1.094,-0.117,0.001,0.013,0.0,-0.118,-0.017,-0.065,-0.059,-2.702,-0.0,0.1,0.0
92.667,0.0,0.0,0.258,1.003,-0.119,0.007,0.071,1.144,-0.121,-0.024,-0.086,-0.084,-2.69,-0.0,0.1,0.0
92.702,0.0,0.0,0.306,0.785,-0.119,0.007,0.071,0.0,-0.12,-0.032,-0.117,-0.114,-2.712,-0.0,0.1,0.0
92.829,0.0,0.0,0.368,0.508,-0.117,0.007,0.072,0.021,-0.118,-0.045,-0.169,-0.158,-2.669,-0.0,0.1,0.0
92.864,0.0,0.0,0.465,0.363,-0.117,0.01,0.097,0.51,-0.12,-0.073,-0.281,-0.255,-2.664,-0.0,0.1,0.0
92.886,0.0,0.0,0.684,0.363,-0.117,0.01,0.097,0.0,-0.122,-0.144,-0.574,-0.491,-2.694,-0.0,0.1,0.0
93.007,0.0,0.0,1.24,0.363,-0.12,-0.0,-0.004,-2.033,-0.145,-0.657,-2.721,-2.175,-2.719,-0.0,0.1,0.0
93.044,0.0,0.0,5.29,0.363,-0.12,-0.0,-0.004,0.0,-0.111,0.229,0.98,0.74,-2.704,-0.0,0.1,0.0
93.092,0.0,0.0,-1.695,0.363,-0.122,0.001,0.014,0.363,-0.12,0.096,0.426,0.305,-2.73,-0.0,0.1,0.0
93.204,0.0,0.0,-0.646,0.363,-0.118,-0.0,-0.004,-0.363,-0.113,0.06,0.266,0.189,-2.716,-0.0,0.1,0.0
93.325,0.0,0.0,-0.361,0.541,-0.118,-0.0,-0.004,0.0,-0.118,0.043,0.196,0.135,-2.698,-0.0,0.1,0.0
93.394,0.0,0.0,-0.224,1.155,-0.118,-0.0,-0.004,0.0,-0.117,0.035,0.155,0.107,-2.691,-0.0,0.1,0.0
93.421,0.0,0.0,-0.151,1.482,-0.116,0.004,0.045,0.983,-0.114,0.03,0.138,0.092,-2.715,-0.0,0.1,0.0
93.486,0.0,0.0,-0.122,1.614,-0.118,0.0,-0.0,-0.893,-0.118,0.026,0.12,0.079,-2.713,-0.0,0.1,0.0
93.519,0.0,0.0,-0.084,1.783,-0.118,0.0,-0.0,0.0,-0.116,0.023,0.107,0.071,-2.721,-0.0,0.1,0.0
93.61,0.0,0.0,-0.063,1.88,-0.12,0.003,0.027,0.543,-0.12,0.021,0.1,0.063,-2.713,-0.0,0.1,0.0
93.673,0.0,0.0,-0.043,1.967,-0.12,0.003,0.027,0.0,-0.119,0.02,0.095,0.059,-2.704,-0.0,0.1,0.0
93.715,0.0,0.0,-0.036,1.999,-0.116,0.003,0.027,-0.009,-0.114,0.02,0.092,0.058,-2.705,-0.0,0.1,0.0
93.767,0.0,0.0,-0.038,1.992,-0.116,0.003,0.027,0.0,-0.116,0.019,0.09,0.054,-2.695,-0.0,0.1,0.0
93.803,0.0,0.0,-0.029,2.0,-0.118,-0.0,-0.004,-0.624,-0.117,0.018,0.086,0.053,-2.695,-0.0,0.1,0.0
93.891,0.0,0.0,-0.022,2.0,-0.118,-0.0,-0.004,0.0,-0.117,0.018,0.084,0.054,-2.68,-0.0,0.1,0.0
93.914,0.0,0.0,-0.02,2.0,-0.118,-0.0,-0.004,0.0,-0.117,0.018,0.082,0.055,-2.74,-0.0,0.1,0.0
93.972,0.0,0.0,-0.018,2.0,-0.119,-0.0,-0.004,0.0,-0.118,0.018,0.082,0.056,-2.742,-0.0,0.1,0.0
93.997,0.0,0.0,-0.017,2.0,-0.119,-0.0,-0.004,0.0,-0.118,0.019,0.083,0.059,-2.741,-0.0,0.1,0.0
94.155,0.0,0.0,-0.021,2.0,-0.117,0.003,0.031,0.703,-0.116,0.019,0.085,0.059,-2.719,-0.0,0.1,0.0
94.183,0.0,0.0,-0.027,2.0,-0.12,0.006,0.058,0.549,-0.12,0.018,0.088,0.053,-2.723,-0.0,0.1,0.0
94.318,0.0,0.0,-0.02,2.0,-0.118,0.004,0.036,-0.449,-0.116,0.019,0.092,0.056,-2.692,-0.0,0.1,0.0
94.354,0.0,0.0,-0.033,2.0,-0.118,0.004,0.036,0.0,-0.118,0.02,0.096,0.057,-2.687,-0.0,0.1,0.0
94.473,0.0,0.0,-0.037,1.995,-0.117,0.002,0.022,-0.269,-0.116,0.021,0.103,0.063,-2.727,-0.0,0.1,0.0
94.504,0.0,0.0,-0.052,1.927,-0.117,0.002,0.022,0.0,-0.117,0.023,0.112,0.07,-2.721,-0.0,0.1,0.0
94.559,0.0,0.0,-0.068,1.855,-0.121,-0.0,-0.004,-0.535,-0.122,0.027,0.126,0.081,-2.694,-0.0,0.1,0.0
94.597,0.0,0.0,-0.088,1.765,-0.121,-0.0,-0.004,0.0,-0.12,0.033,0.149,0.103,-2.701,-0.0,0.1,0.0
94.725,0.0,0.0,-0.137,1.545,-0.116,0.004,0.04,0.887,-0.112,0.041,0.178,0.128,-2.682,-0.0,0.1,0.0
94.754,0.0,0.0,-0.202,1.254,-0.116,0.004,0.04,0.0,-0.115,0.05,0.223,0.159,-2.681,-0.0,0.1,0.0
94.844,0.0,0.0,-0.28,0.902,-0.121,0.002,0.018,-0.436,-0.12,0.074,0.324,0.235,-2.664,-0.0,0.1,0.0
94.953,0.0,0.0,-0.462,0.363,-0.117,0.007,0.071,1.064,-0.11,0.145,0.62,0.466,-2.694,-0.0,0.1,0.0
95.063,0.0,0.0,-1.028,0.363,-0.12,0.003,0.027,-0.882,-0.16,-1.048,-4.366,-3.456,-2.688,-0.0,0.1,0.0
95.091,0.0,0.0,8.386,0.363,-0.12,0.003,0.027,0.0,-0.123,-0.108,-0.437,-0.367,-2.692,-0.0,0.1,0.0
95.231,0.0,0.0,0.972,0.363,-0.119,0.0,0.005,-0.453,-0.121,-0.059,-0.231,-0.202,-2.687,-0.0,0.1,0.0
95.281,0.0,0.0,0.581,0.363,-0.119,0.003,0.027,0.444,-0.121,-0.039,-0.15,-0.138,-2.682,-0.0,0.1,0.0
95.322,0.0,0.0,0.429,0.363,-0.119,0.003,0.027,0.0,-0.12,-0.03,-0.109,-0.106,-2.669,-0.0,0.1,0.0
95.375,0.0,0.0,0.351,0.582,-0.119,-0.001,-0.009,-0.714,-0.119,-0.025,-0.092,-0.089,-2.671,-0.0,0.1,0.0
95.429,0.0,0.0,0.316,0.742,-0.119,-0.001,-0.009,0.0,-0.119,-0.022,-0.081,-0.077,-2.713,-0.0,0.1,0.0
95.498,0.0,0.0,0.293,0.843,-0.12,0.008,0.078,1.741,-0.121,-0.018,-0.06,-0.068,-2.726,-0.0,0.1,0.0
95.623,0.0,0.0,0.261,0.989,-0.119,0.003,0.027,-1.018,-0.119,-0.016,-0.052,-0.061,-2.685,-0.0,0.1,0.0
95.659,0.0,0.0,0.242,1.074,-0.119,0.003,0.027,0.0,-0.12,-0.015,-0.045,-0.056,-2.678,-0.0,0.1,0.0
95.754,0.0,0.0,0.232,1.12,-0.119,-0.0,-0.004,-0.633,-0.119,-0.013,-0.044,-0.051,-2.677,-0.0,0.1,0.0
95.866,0.0,0.0,0.225,1.15,-0.118,0.006,0.058,1.25,-0.119,-0.013,-0.037,-0.05,-2.672,-0.0,0.1,0.0
95.895,0.0,0.0,0.216,1.192,-0.118,0.006,0.058,0.0,-0.119,-0.012,-0.033,-0.051,-2.713,-0.0,0.1,0.0
96.018,0.0,0.0,0.21,1.219,-0.119,0.006,0.062,0.084,-0.12,-0.012,-0.03,-0.053,-2.718,-0.0,0.1,0.0
96.06,0.0,0.0,0.209,1.223,-0.119,0.006,0.062,0.0,-0.12,-0.012,-0.027,-0.054,-2.702,-0.0,0.1,0.0
96.099,0.0,0.0,0.206,1.237,-0.116,-0.0,-0.004,-1.333,-0.116,-0.011,-0.029,-0.047,-2.71,-0.0,0.1,0.0
96.198,0.0,0.0,0.198,1.27,-0.12,-0.0,-0.004,0.0,-0.122,-0.012,-0.031,-0.049,-2.694,-0.0,0.1,0.0
96.324,0.0,0.0,0.21,1.218,-0.118,0.003,0.031,0.714,-0.117,-0.011,-0.031,-0.046,-2.67,-0.0,0.1,0.0
96.364,0.0,0.0,0.202,1.252,-0.116,0.004,0.04,0.174,-0.116,-0.012,-0.033,-0.049,-2.678,-0.0,0.1,0.0
96.393,0.0,0.0,0.206,1.235,-0.116,0.004,0.04,0.0,-0.116,-0.013,-0.036,-0.053,-2.687,-0.0,0.1,0.0
96.528,0.0,0.0,0.213,1.203,-0.117,-0.0,-0.004,-0.887,-0.118,-0.013,-0.04,-0.052,-2.686,-0.0,0.1,0.0
96.584,0.0,0.0,0.219,1.178,-0.12,0.001,0.009,0.269,-0.121,-0.015,-0.045,-0.056,-2.691,-0.0,0.1,0.0
96.657,0.0,0.0,0.233,1.113,-0.12,0.001,0.009,0.0,-0.12,-0.015,-0.051,-0.058,-2.675,-0.0,0.1,0.0
96.682,0.0,0.0,0.24,1.082,-0.119,0.003,0.027,0.364,-0.119,-0.018,-0.06,-0.065,-2.688,-0.0,0.1,0.0
96.84,0.0,0.0,0.257,1.006,-0.12,-0.008,-0.079,-2.114,-0.121,-0.016,-0.061,-0.056,-2.647,-0.0,0.1,0.0
96.923,0.0,0.0,0.254,1.019,-0.116,-0.0,-0.004,1.481,-0.115,-0.017,-0.07,-0.057,-2.659,-0.0,0.1,0.0
96.96,0.0,0.0,0.259,0.995,-0.116,-0.0,-0.004,0.0,-0.117,-0.022,-0.089,-0.072,-2.684,-0.0,0.1,0.0
96.987,0.0,0.0,0.299,0.818,-0.118,0.004,0.045,0.989,-0.12,-0.035,-0.141,-0.119,-2.678,-0.0,0.1,0.0
97.125,0.0,0.0,0.402,0.363,-0.118,0.004,0.045,0.0,-0.12,-0.064,-0.261,-0.217,-2.674,-0.0,0.1,0.0
97.16,0.0,0.0,0.63,0.363,-0.117,-0.004,-0.035,-1.602,-0.123,-0.17,-0.708,-0.562,-2.694,-0.0,0.1,0.0
97.179,0.0,0.0,1.469,0.363,-0.117,-0.004,-0.035,0.0,-0.112,0.151,0.634,0.497,-2.683,-0.0,0.1,0.0
97.327,0.0,0.0,-1.065,0.363,-0.119,-0.006,-0.059,-0.483,-0.118,0.042,0.172,0.14,-2.669,-0.0,0.1,0.0
97.355,0.0,0.0,-0.195,1.285,-0.119,-0.006,-0.059,0.0,-0.118,0.021,0.078,0.073,-2.683,-0.0,0.1,0.0
97.475,0.0,0.0,-0.023,2.0,-0.115,0.004,0.036,1.899,-0.113,0.018,0.067,0.061,-2.707,-0.0,0.1,0.0
97.524,0.0,0.0,-0.006,2.0,-0.115,0.004,0.036,0.0,-0.115,0.015,0.063,0.051,-2.715,-0.0,0.1,0.0
97.555,0.0,0.0,0.009,2.0,-0.115,0.004,0.036,0.0,-0.115,0.014,0.059,0.045,-2.741,-0.0,0.1,0.0
97.685,0.0,0.0,0.017,2.0,-0.12,0.009,0.088,1.049,-0.122,0.013,0.067,0.037,-2.743,-0.0,0.1,0.0
97.704,0.0,0.0,0.021,2.0,-0.12,0.009,0.088,0.0,-0.119,0.013,0.072,0.034,-2.724,-0.0,0.1,0.0
97.75,0.0,0.0,0.013,2.0,-0.12,0.009,0.088,0.0,-0.12,0.012,0.075,0.029,-2.712,-0.0,0.1,0.0
97.865,0.0,0.0,0.013,2.0,-0.117,0.0,-0.0,-1.762,-0.116,0.012,0.069,0.03,-2.712,-0.0,0.1,0.0
97.884,0.0,0.0,0.016,2.0,-0.117,0.0,-0.0,0.0,-0.118,0.011,0.063,0.028,-2.706,-0.0,0.1,0.0
98.022,0.0,0.0,0.025,2.0,-0.117,0.0,-0.0,0.0,-0.117,0.011,0.06,0.029,-2.677,-0.0,0.1,0.0
98.083,0.0,0.0,0.029,2.0,-0.117,0.0,-0.0,0.0,-0.117,0.011,0.057,0.029,-2.691,-0.0,0.1,0.0
98.154,0.0,0.0,0.033,2.0,-0.121,-0.0,-0.004,-0.09,-0.122,0.01,0.054,0.028,-2.668,-0.0,0.1,0.0
98.19,0.0,0.0,0.043,1.967,-0.116,0.006,0.057,1.233,-0.114,0.011,0.057,0.029,-2.682,-0.0,0.1,0.0
98.315,0.0,0.0,0.03,2.0,-0.121,0.003,0.027,-0.6,-0.124,0.009,0.056,0.022,-2.662,-0.0,0.1,0.0
98.368,0.0,0.0,0.048,1.945,-0.121,0.003,0.027,0.0,-0.12,0.01,0.057,0.024,-2.669,-0.0,0.1,0.0
98.399,0.0,0.0,0.04,1.98,-0.122,0.003,0.027,-0.005,-0.122,0.01,0.057,0.024,-2.664,-0.0,0.1,0.0
98.508,0.0,0.0,0.042,1.972,-0.122,0.003,0.027,0.0,-0.121,0.01,0.058,0.025,-2.659,-0.0,0.1,0.0
98.548,0.0,0.0,0.039,1.987,-0.119,0.001,0.009,-0.359,-0.118,0.012,0.061,0.03,-2.723,-0.0,0.1,0.0
98.673,0.0,0.0,0.028,2.0,-0.119,0.003,0.031,0.444,-0.119,0.012,0.063,0.03,-2.714,-0.0,0.1,0.0
98.728,0.0,0.0,0.027,2.0,-0.117,0.009,0.088,1.138,-0.116,0.011,0.064,0.025,-2.69,-0.0,0.1,0.0
98.763,0.0,0.0,0.026,2.0,-0.117,0.009,0.088,0.0,-0.117,0.009,0.063,0.017,-2.694,-0.0,0.1,0.0
98.809,0.0,0.0,0.034,2.0,-0.117,0.009,0.088,0.0,-0.117,0.008,0.061,0.01,-2.677,-0.0,0.1,0.0
98.868,0.0,0.0,0.041,1.979,-0.117,0.009,0.088,0.0,-0.117,0.006,0.057,0.003,-2.679,-0.0,0.1,0.0
98.904,0.0,0.0,0.051,1.933,-0.12,0.009,0.095,0.139,-0.121,0.002,0.049,-0.012,-2.675,-0.0,0.1,0.0
99.018,0.0,0.0,0.077,1.813,-0.118,0.001,0.013,-1.633,-0.117,0.007,0.06,0.005,-2.676,-0.0,0.1,0.0
99.052,0.0,0.0,0.045,1.959,-0.118,0.001,0.013,0.0,-0.118,0.012,0.078,0.023,-2.701,-0.0,0.1,0.0
99.173,0.0,0.0,0.01,2.0,-0.119,-0.002,-0.023,-0.718,-0.118,0.034,0.166,0.1,-2.694,-0.0,0.1,0.0
99.197,0.0,0.0,-0.161,1.439,-0.119,-0.002,-0.023,0.0,-0.103,0.425,1.796,1.388,-2.671,-0.0,0.1,0.0
99.334,0.0,0.0,-3.24,0.363,-0.117,0.005,0.049,1.433,-0.117,-0.048,-0.182,-0.167,-2.665,-0.0,0.1,0.0
99.361,0.0,0.0,0.488,0.363,-0.12,0.003,0.027,-0.439,-0.122,-0.021,-0.068,-0.08,-2.666,-0.0,0.1,0.0
